SECID;SHORTNAME;NAME;TYPENAME;ISIN;REGNUMBER;LISTLEVEL;FACEVALUE;FACEUNIT;ISSUESIZE;IS_COLLATERAL;IS_EXTERNAL;PRIMARY_BOARDID;PRIMARY_BOARD_TITLE;MATDATE;IS_RII;INCLUDEDBYMOEX;DURATION;IS_QUALIFIED_INVESTORS;HIGH_RISK;COUPONFREQUENCY;EVENINGSESSION;MORNINGSESSION;WAPRICE;YIELDATWAP;COUPONDATE;COUPONPERCENT;COUPONVALUE;COUPONDAYSPASSED;COUPONDAYSREMAIN;COUPONLENGTH;ISSUEDATE;INITIALFACEVALUE;SECSUBTYPE;STARTDATEMOEX;REPLBOND;DAYSTOREDEMPTION;OFFERDATE;EMITENTNAME;INN;LOTSIZE;PRICE;PRICE_RUB;RTL1;RTH1;RTL2;RTH2;RTL3;RTH3;DISCOUNT1;LIMIT1;DISCOUNT2;LIMIT2;DISCOUNT3;DISCOUNTL0;DISCOUNTH0;FULLCOVERED
RU000A0ZZSW4;КамчКрай01;Камчатский край 01;Региональные облигации;RU000A0ZZSW4;RU35001KAM0;1;400;RUB;1987163;0;0;TQCB;Т+: Облигации - безадрес.;11.11.2024;;;26;0;0;4;0;0;99,43;17,93;11.11.2024;9,05;9,03;64;27;91;13.11.2018;1000;;13.11.2018;False;27;;Министерство финансов Камчатского края;4101121129;1;99,38;403,87;0;807,74;0;807,74;0;807,74;100;;;;;10;10;1
RU000A0ZZTK7;ТКХ БО-П02;ТрансКомплектХолдинг AО БО-П2;Биржевые облигации;RU000A0ZZTK7;4B02-02-00349-R-001P;2;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;02.11.2028;;;;0;0;2;0;0;;;07.11.2024;9,5;47,37;159;23;182;15.11.2018;1000;;15.11.2018;False;1479;12.11.2024;"акционерное общество ""ТрансКомплектХолдинг""";7704484400;1;99,01;1031,48;0;2062,96;0;2062,96;0;2062,96;100;;;;;10;10;1
RU000A0ZZTL5;ФПК 1P-05;Федерал пассажир комп 001Р-05;Биржевые облигации;RU000A0ZZTL5;4B02-05-55465-E-001P;2;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;02.11.2028;;;1101;0;0;2;0;0;98,35;46,57;07.11.2024;14,29;71,25;159;23;182;15.11.2018;1000;;15.11.2018;False;1479;;"Акционерное общество ""Федеральная пассажирская компания""";7708709686;1;98,64;1048,65;943,79;1153,52;912,33;1184,97;880,87;1216,43;10;200000;13;1000000;16;10;10;0
RU000A0ZZUS8;РСХБ 31Т1;"""Россельхозбанк"" (АО) обл.31Т1";Корпоративные облигации;RU000A0ZZUS8;47903349B;3;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;2;0;0;;;14.11.2024;10,1;50,36;152;30;182;22.11.2018;1000;Субординированные облигации;30.11.2018;False;;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;100;1042,06;0;2084,12;0;2084,12;0;2084,12;100;;;;;100;100;1
RU000A0ZZV11;ГТЛК 1P-12;ГТЛК БО 001P-12;Биржевые облигации;RU000A0ZZV11;4B02-12-32432-H-001P;1;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;04.11.2033;;;680;0;0;4;0;0;77,58;25;15.11.2024;9,1;22,69;60;31;91;23.11.2018;1000;;23.11.2018;False;3307;18.11.2026;"акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1;77,74;792,36;681,43;903,29;578,42;1006,3;475,42;1109,3;14;100000;27;500000;40;14;10;0
RU000A0ZZV86;ИА ДОМ 6P2;ДОМ.РФ Ипотечный агент 06-002P;Корпоративные облигации;RU000A0ZZV86;4-06-00307-R-002P;1;134,67;RUB;74263788;0;0;TQCB;Т+: Облигации - безадрес.;28.05.2048;;;858;0;0;4;0;0;82,7;0;28.11.2024;9,95;3,38;48;44;92;26.11.2018;1000;Облигации с ипотечным покрытием;26.11.2018;False;8626;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;82,63;113,04;87,04;139,04;83,65;142,43;70,08;156;23;1485276;26;7426380;38;10;10;0
RU000A0ZZVE6;RUS-25 EUR;ГОВОЗ РФ 12978082V (RU);Еврооблигации МинФина;RU000A0ZZVE6;12978082V;1;100000;EUR;17500;1;1;TQOE;Т+: Облигации (EUR) - безадрес.;04.12.2025;;;;0;0;1;1;0;;;04.12.2024;2,875;2875;316;50;366;04.12.2018;100000;;07.12.2018;False;415;;Министерство финансов Российской Федерации;7710168360;1;92,47;10016075,02;7011252,51;13020897,53;6009645,01;14022505,03;4006430,01;16025720,03;30;200;40;1000;60;30;30;1
RU000A0ZZVQ0;РСХБ БО-7Р;Россельхозбанк АО БО-07Р;Биржевые облигации;RU000A0ZZVQ0;4B020703349B001P;3;1000;RUB;19900000;1;0;TQCB;Т+: Облигации - безадрес.;22.11.2038;;;;0;0;2;0;0;;;22.11.2024;10,5;52,93;146;38;184;29.11.2018;1000;;29.11.2018;False;5151;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;64,531217;687,31;467,37;907,25;446,75;927,87;426,13;948,49;32;398000;35;1990000;38;10;10;0
RU000A0ZZWQ8;КВС об. 01;Концессии водснаб Саратов 01;Корпоративные облигации;RU000A0ZZWQ8;4-01-00409-R-001P;3;769,24;RUB;1150000;0;0;TQCB;Т+: Облигации - безадрес.;02.12.2033;;;;0;0;1;0;0;;;29.11.2024;17;130,41;319;45;364;06.12.2018;1000;;06.12.2018;False;3335;;"Общество с ограниченной ответственностью ""Концессии водоснабжения - Саратов""";6450090478;1;101,74;896,91;0;1793,82;0;1793,82;0;1793,82;100;;;;;10;10;1
RU000A0ZZXZ7;КировОбл01;Кировская область 35001;Региональные облигации;RU000A0ZZXZ7;RU35001KIR0;2;500;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;05.12.2025;;;;0;0;4;0;0;;;06.12.2024;8,5;10,6;39;52;91;14.12.2018;1000;;14.12.2018;False;416;;Министерство финансов Кировской области;4347015963;1;104,64;527,74;0;1055,48;0;1055,48;0;1055,48;100;;;;;10;10;1
RU000A0ZZY59;РСХБ 11В1;Россельхозбанк АО 11В1;Корпоративные облигации;RU000A0ZZY59;44903349B;3;1000;USD;50000;0;1;TQCB;Т+: Облигации - безадрес.;;;;;1;0;2;0;0;89,9997;12,51;09.12.2024;9;44,88;127;55;182;17.12.2018;1000;Субординированные облигации;26.12.2018;False;;;"Акционерное общество ""Российский Сельскохозяйственный банк""";7725114488;1;89,95;89453,76;0;178907,52;0;178907,52;0;178907,52;100;;;;;42;21;1
RU000A0ZZYS0;СитимЮгра1;Ситиматик-Югра об. 01;Корпоративные облигации;RU000A0ZZYS0;4-01-00428-R;3;1000;RUB;1100000;0;0;TQIR;Т+ Облигации ПИР - безадрес.;20.12.2036;;;;0;1;1;0;0;;;18.06.2025;20;200;119;246;365;19.12.2018;1000;;19.12.2018;False;4449;;"Общество с ограниченной ответственностью ""Ситиматик - Югра""";8601064050;1;100;1065,21;0;2130,42;0;2130,42;0;2130,42;100;;;;;100;100;1
RU000A0ZZZ09;ИА ДОМ 8P2;ДОМ.РФ Ипотечный агент 08-002P;Корпоративные облигации;RU000A0ZZZ09;4-08-00307-R-002P;1;155;RUB;5149941;0;0;TQCB;Т+: Облигации - безадрес.;28.12.2044;;;868;0;0;4;0;0;81,85;0;28.12.2024;9,28;3,59;17;74;91;20.12.2018;1000;Облигации с ипотечным покрытием;08.02.2019;False;7379;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;81,81;127,48;100,71;154,25;96,88;158,08;82,86;172,1;21;102999;24;514995;35;10;10;0
RU000A0ZZZ17;НКНХ 1Р-01;Нижнекамскнефтехим об. 001Р-01;Биржевые облигации;RU000A0ZZZ17;4B02-01-00096-A-001P;3;1000;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;07.12.2028;;;398;0;0;2;0;0;89,59;21,27;12.12.2024;9,75;48,62;124;58;182;20.12.2018;1000;;20.12.2018;False;1514;16.12.2025;"Публичное Акционерное Общество ""Нижнекамскнефтехим""";1651000010;1;89,45;927,62;871,96;983,28;844,13;1011,11;816,31;1038,93;6;300000;9;1500000;12;6;6;0
RU000A0ZZZ25;РосДорБ 02;РосДорБанк ПАО об. 02;Корпоративные облигации;RU000A0ZZZ25;40201573B;3;1000;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;12.12.2024;;;56;1;0;2;0;0;99,25;23,62;12.12.2024;18;89,75;124;58;182;20.12.2018;1000;Субординированные облигации;09.01.2019;False;58;;"""Российский акционерный коммерческий дорожный банк"" (публичное акционерное общество)";7718011918;1;99,2;1053,15;0;2106,3;0;2106,3;0;2106,3;100;;;;;25;25;1
RU000A0ZZZ58;ИА ДОМ 7P2;ДОМ.РФ Ипотечный агент 07-002P;Корпоративные облигации;RU000A0ZZZ58;4-07-00307-R-002P;1;238,46;RUB;46088517;0;0;TQCB;Т+: Облигации - безадрес.;28.06.2048;;;921;0;0;4;0;0;;;28.12.2024;;;17;74;91;21.12.2018;1000;Облигации с ипотечным покрытием;17.01.2019;False;8657;;"Общество с ограниченной ответственностью ""ДОМ.РФ Ипотечный агент""";7727290538;1;78,798658;187,9;140,93;234,88;135,29;240,51;114,62;261,18;25;921770;28;4608850;39;12;10;0
RU000A0ZZZV1;Карелия 19;Республика Карелия 35019;Региональные облигации;RU000A0ZZZV1;RU35019KAR0;3;200;RUB;2000000;0;0;TQCB;Т+: Облигации - безадрес.;24.12.2025;;;358;0;0;4;0;0;;;18.12.2024;8,45;4,21;27;64;91;26.12.2018;1000;;26.12.2018;False;435;;Министерство финансов Республики Карелия;1001040590;1;499,75;1000,75;0;2001,5;0;2001,5;0;2001,5;100;;;;;10;10;1
RU000A0ZZZY5;РОССИУМ1P2;Концерн РОССИУМ ООО 001P-02;Биржевые облигации;RU000A0ZZZY5;4B02-02-36479-R-001P;3;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;13.12.2028;;;;0;0;2;0;0;;;18.12.2024;18;89,75;118;64;182;26.12.2018;1000;;26.12.2018;False;1520;;"Общество с ограниченной ответственностью ""Концерн ""РОССИУМ""";5032152372;1;99,38;1051,99;0;2103,98;0;2103,98;0;2103,98;100;;;;;10;10;1
RU000A0ZZZZ2;Самолет1P4;ГК Самолет БО-П04;Биржевые облигации;RU000A0ZZZZ2;4B02-04-16493-A-001P;3;1000;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;14.12.2028;;;;0;0;4;0;0;;;19.12.2024;19;47,37;26;65;91;27.12.2018;1000;;27.12.2018;False;1521;;"публичное акционерное общество ""Группа компаний ""Самолет""";9731004688;1;119,8;1211,53;0;2423,06;0;2423,06;0;2423,06;100;;;;;18;10;1
RU000A100030;Автодор2Р1;Автодор ГК БО-002Р-01;Биржевые облигации;RU000A100030;4B02-01-00011-T-002P;2;780;RUB;2719800;0;0;TQCB;Т+: Облигации - безадрес.;12.12.2030;;;846;0;0;2;0;0;135,33;-77,2;19.12.2024;15,89;61,8;117;65;182;27.12.2018;1000;;27.12.2018;False;2249;;"Государственная компания ""Российские автомобильные дороги""";7717151380;1;113,48;924,87;0;1849,74;0;1849,74;0;1849,74;100;;;;;10;10;1
RU000A1001T8;ММЦБ П01-1;ММЦБ ПАО БО-П01-01;Биржевые облигации;RU000A1001T8;4B02-01-85932-H-001P;3;1000;RUB;30000;0;0;TQCB;Т+: Облигации - безадрес.;12.01.2029;;;1182;0;0;4;0;0;85,68;30,74;17.12.2024;13;32,41;28;63;91;25.01.2019;1000;;25.01.2019;False;1550;;"Публичное акционерное общество  ""Международный Медицинский Центр Обработки и Криохранения Биоматериалов""";7736317497;1;90,77;917,67;0;1835,34;0;1835,34;0;1835,34;100;;;;;100;100;1
RU000A1003A4;ГТЛК 1P-13;ГТЛК БО 001P-13;Биржевые облигации;RU000A1003A4;4B02-13-32432-H-001P;1;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;20.01.2034;;;732;0;0;4;0;0;77,26;24,53;01.11.2024;9,57;23,86;74;17;91;08.02.2019;1000;;08.02.2019;False;3384;03.02.2027;"акционерное общество ""Государственная транспортная лизинговая компания""";7720261827;1;77,06;790;679,4;900,6;655,7;924,3;632;948;14;200000;17;1000000;20;14;11;0
RU000A1004K1;ЕвропланБ5;ПАО ЛК Европлан БО-05;Биржевые облигации;RU000A1004K1;4B02-05-56453-P;1;1000;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;14.02.2029;;;131;0;0;2;0;0;94,82;25,38;19.02.2025;7,7;38,39;55;127;182;27.02.2019;1000;;27.02.2019;False;1583;25.02.2025;"Публичное акционерное общество ""Лизинговая компания ""Европлан""";9705101614;1;94,95;961,1;480,55;1441,65;240,28;1681,93;0;1922,2;50;100000;75;500000;100;10;10;0
RU000A1004L9;ПравоурмБ1;Правоурмийское ООО БО-01;Биржевые облигации;RU000A1004L9;4B02-01-36417-R;3;1000;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;31.03.2028;;;955;0;0;2;0;0;119,01;-17,49;31.03.2025;19,5;97,23;15;167;182;27.02.2019;1000;;27.02.2019;False;1263;;"Общество с ограниченной ответственностью ""Правоурмийское""";2717015290;1;118,95;1197,51;0;2395,02;0;2395,02;0;2395,02;100;;;;;10;10;1
RU000A1004W6;ДОМ 1P-5R;ДОМ.РФ АО 001Р-05R;Биржевые облигации;RU000A1004W6;4B02-05-00739-A-001P;1;1000;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;16.02.2029;;;133;0;0;2;0;0;97,7;22,4;21.02.2025;14,4;71,8;53;129;182;01.03.2019;1000;;01.03.2019;False;1585;27.02.2025;"Акционерное общество ""ДОМ.РФ""";7729355614;1;97,93;1000,21;940,2;1060,22;910,19;1090,23;880,18;1120,24;6;200000;9;1000000;12;6;6;0
RU000A1005H4;МОЭК БО1P1;МОЭК ПАО БО 001Р-01;Биржевые облигации;RU000A1005H4;4B02-01-55039-E-001P;2;1000;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;26.02.2025;;;133;0;0;2;0;0;96,4;19,63;26.02.2025;8,25;41,14;48;134;182;06.03.2019;1000;;06.03.2019;False;134;;"Публичное акционерное общество ""Московская объединенная энергетическая компания""";7720518494;1;95,62;967,05;894,52;1039,58;865,51;1068,59;836,5;1097,6;7,5;100000;10,5;500000;13,5;7,5;7,5;0
RU000A1005L6;Система1P9;АФК Система БО 001P-09;Биржевые облигации;RU000A1005L6;4B02-09-01669-A-001P;1;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;21.02.2029;;;469;0;0;2;0;0;86,22;25,04;26.02.2025;11,3;56,35;48;134;182;06.03.2019;1000;;06.03.2019;False;1590;02.03.2026;"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""";7703104630;1;86,25;877,36;438,68;1316,04;219,34;1535,38;0;1754,72;50;60000;75;300000;100;10;10;0
RU000A1006C3;ПионЛизБП2;Пионер-Лизинг БО-П02;Биржевые облигации;RU000A1006C3;4B02-02-00331-R-001P;3;1000;RUB;300000;0;0;TQCB;Т+: Облигации - безадрес.;21.01.2029;;;1008;0;0;12;0;0;108,66;23,33;13.11.2024;24,25;19,93;1;29;30;15.03.2019;1000;;15.03.2019;False;1559;;"Общество с ограниченной ответственностью ""Пионер-Лизинг""";2128702350;1;109,09;1091,56;0;2183,12;0;2183,12;0;2183,12;100;;;;;20;10;1
RU000A1006S9;RUS-35;ГОВОЗ РФ 12840086V (RU);Еврооблигации МинФина;RU000A1006S9;12840086V;1;200000;USD;20000;1;1;TQOD;Т+: Облигации (USD) - безадрес.;28.03.2035;;;;0;0;2;1;0;;;28.03.2025;5,1;5100;17;164;181;28.03.2019;200000;;29.03.2019;False;3816;;Министерство финансов Российской Федерации;7710168360;1;66,97;12918204,77;9042743,34;16793666,2;7750922,86;18085486,68;5167281,91;20669127,63;30;300;40;1500;60;30;30;1
RU000A1006X9;СГБ 01;СЕВЕРГАЗБАНК 01;Корпоративные облигации;RU000A1006X9;40402816B;3;10000000;RUB;40;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;1;0;0;;;28.03.2025;10;1002739,73;202;164;366;25.03.2019;10000000;Субординированные облигации;09.04.2019;False;;;"Акционерное общество ""СЕВЕРГАЗБАНК""";3525023780;1;100;10553424,66;0;21106849,32;0;21106849,32;0;21106849,32;100;;;;;100;100;1
RU000A1006Y7;СГБ 02;СЕВЕРГАЗБАНК 02;Корпоративные облигации;RU000A1006Y7;40502816B;3;10000000;RUB;40;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;1;0;0;;;28.03.2025;10;1002739,73;202;164;366;25.03.2019;10000000;Субординированные облигации;09.04.2019;False;;;"Акционерное общество ""СЕВЕРГАЗБАНК""";3525023780;1;100;10553424,66;0;21106849,32;0;21106849,32;0;21106849,32;100;;;;;100;100;1
RU000A1006Z4;СГБ 03;СЕВЕРГАЗБАНК 03;Корпоративные облигации;RU000A1006Z4;40602816B;3;10000000;RUB;45;0;0;TQCB;Т+: Облигации - безадрес.;;;;;1;0;1;0;0;;;28.03.2025;10;1002739,73;202;164;366;25.03.2019;10000000;Субординированные облигации;09.04.2019;False;;;"Акционерное общество ""СЕВЕРГАЗБАНК""";3525023780;1;100;10553424,66;0;21106849,32;0;21106849,32;0;21106849,32;100;;;;;100;100;1
RU000A100725;БрайтФ БП1;Брайт Финанс ООО БО-П01;Биржевые облигации;RU000A100725;4B02-01-00403-R-001P;3;1000;RUB;220000;0;0;TQCB;Т+: Облигации - безадрес.;15.03.2029;;;1022;0;0;4;0;0;101,97;13,14;19.12.2024;24;59,84;26;65;91;28.03.2019;1000;;28.03.2019;False;1612;;"Общество с ограниченной ответственностью ""Брайт Финанс""";6685149835;1;99,95;1016,6;0;2033,2;0;2033,2;0;2033,2;100;;;;;10;10;1
RU000A1007H0;Славнеф1Р2;Славнефть БО 001Р-02;Биржевые облигации;RU000A1007H0;4B02-02-00221-A-001P;2;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;15.03.2029;;;491;0;0;4;0;0;86,05;22,17;19.12.2024;9;22,44;26;65;91;28.03.2019;1000;;28.03.2019;False;1612;24.03.2026;"Публичное акционерное общество ""Нефтегазовая компания ""Славнефть""";7707017509;1;86,6;872,41;767,72;977,1;645,58;1099,24;523,45;1221,37;12;200000;26;1000000;40;12;10;0
RU000A1007Q1;АВНГРДБ1P2;АВАНГАРД АКБ ПАО БО-001P-02;Биржевые облигации;RU000A1007Q1;4B020202879B001P;3;1000;RUB;3000000;0;0;TQCB;Т+: Облигации - безадрес.;28.02.2029;;;;0;0;12;0;0;;;28.10.2024;0,01;0,01;17;13;30;28.03.2019;1000;;28.03.2019;False;1597;;"Акционерный Коммерческий банк ""АВАНГАРД"" - публичное акционерное общество";7702021163;1;99,96;999,6;0;1999,2;0;1999,2;0;1999,2;100;;;;;10;10;1
RU000A1007U3;АРАГОН БП1;АРАГОН ООО БО-П01;Биржевые облигации;RU000A1007U3;4B02-01-00350-R-001P;3;1000;RUB;500000;0;0;TQCB;Т+: Облигации - безадрес.;16.03.2029;;;;0;0;4;0;0;;;20.12.2024;22;54,85;25;66;91;29.03.2019;1000;;29.03.2019;False;1613;;"Общество с ограниченной ответственностью ""АРАГОН""";5433158068;1;101,97;1034,77;0;2069,54;0;2069,54;0;2069,54;100;;;;;100;100;1
RU000A1007Z2;РЖД 1Р-13R;РЖД ОАО БО 001Р-13R;Биржевые облигации;RU000A1007Z2;4B02-13-65045-D-001P;1;1000;RUB;20000000;1;0;TQCB;Т+: Облигации - безадрес.;19.03.2029;;;1318;0;0;2;0;0;78,43;16,74;24.03.2025;9,1;45,38;22;160;182;01.04.2019;1000;;01.04.2019;False;1616;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;78,08;786,28;668,34;904,22;644,75;927,81;621,16;951,4;15;400000;18;2000000;21;15;10;0
RU000A100881;Ростел1P5R;Ростелеком ПАО 001P-05R;Биржевые облигации;RU000A100881;4B02-05-00124-A-001P;1;1000;RUB;15000000;0;0;TQCB;Т+: Облигации - безадрес.;21.03.2029;;;339;0;0;2;0;0;89,96;21,7;26.03.2025;8,4;41,88;20;162;182;03.04.2019;1000;;03.04.2019;False;1618;29.09.2025;"Публичное акционерное общество ""Ростелеком""";7707049388;1;90,23;906,9;807,14;1006,66;671,11;1142,69;544,14;1269,66;11;300000;26;1500000;40;10;10;0
RU000A1008D7;РЖД 1Р-14R;РЖД ОАО БО 001Р-14R;Биржевые облигации;RU000A1008D7;4B02-14-65045-D-001P;1;1000;RUB;11000000;1;0;TQCB;Т+: Облигации - безадрес.;04.05.2029;;;1285;0;0;2;0;0;75,53;17,76;08.11.2024;9,1;45,38;158;24;182;04.04.2019;1000;;04.04.2019;False;1662;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;75,58;795,19;675,91;914,47;652,06;938,32;628,2;962,18;15;220000;18;1100000;21;14;10;0
RU000A1008J4;Систем1P10;АФК Система БО 001P-10;Биржевые облигации;RU000A1008J4;4B02-10-01669-A-001P;1;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;23.03.2029;;;340;0;0;2;0;0;88,63;25,42;28.03.2025;9,9;49,36;18;164;182;05.04.2019;1000;;05.04.2019;False;1620;01.10.2025;"Публичное акционерное общество ""Акционерная финансовая корпорация ""Система""";7703104630;1;88,35;888,38;444,19;1332,57;222,1;1554,67;0;1776,76;50;60000;75;300000;100;10;10;0
RU000A1008L0;СеверстБ07;Северсталь ПАО БО-07;Биржевые облигации;RU000A1008L0;4B02-07-00143-A;2;1000;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;23.03.2029;;;;0;0;2;0;0;;;28.03.2025;8,65;43,13;18;164;182;05.04.2019;1000;;05.04.2019;False;1620;31.03.2026;"Публичное акционерное общество ""Северсталь""";3528000597;1;87,87;882,97;768,18;997,76;741,69;1024,25;715,21;1050,73;13;300000;16;1500000;19;10;10;0
RU000A1008P1;Роснфт2P6;ПАО НК Роснефть 002P-06;Биржевые облигации;RU000A1008P1;4B02-06-00122-A-002P;1;1000;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;23.03.2029;;;1305;0;0;4;0;0;77,6;17,18;27.12.2024;9;22,44;18;73;91;05.04.2019;1000;;05.04.2019;False;1620;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;77,09;775,34;705,56;845,12;682,3;868,38;659,04;891,64;9;200000;12;1000000;15;9;9;0
RU000A1008Q9;Роснфт2P7;ПАО НК Роснефть 002P-07;Биржевые облигации;RU000A1008Q9;4B02-07-00122-A-002P;1;1000;RUB;20000000;1;0;TQCB;Т+: Облигации - безадрес.;23.03.2029;;;;0;0;4;0;0;;;27.12.2024;9;22,44;18;73;91;05.04.2019;1000;;05.04.2019;False;1620;;"публичное акционерное общество ""Нефтяная компания ""Роснефть""";7706107510;1;71,35;717,94;635,38;800,5;613,84;822,04;592,3;843,58;11,5;400000;14,5;2000000;17,5;10;10;0
RU000A1008V9;РОСНАНО 8;РОСНАНО АО 08;Корпоративные облигации;RU000A1008V9;4-08-55477-E;3;1000;RUB;13400000;0;0;TQCB;Т+: Облигации - безадрес.;27.03.2028;;;955;0;0;2;0;0;85,36;67,55;31.03.2025;18,13;90,4;15;167;182;08.04.2019;1000;;08.04.2019;False;1259;;"акционерное общество ""РОСНАНО""";7728131587;1;85,24;859,85;0;1719,7;0;1719,7;0;1719,7;100;;;;;10;10;1
RU000A1008W7;СеверстБ06;Северсталь ПАО БО-06;Биржевые облигации;RU000A1008W7;4B02-06-00143-A;2;1000;RUB;10000000;1;0;TQCB;Т+: Облигации - безадрес.;27.03.2029;;;1358;0;0;2;0;0;87,86;19,38;01.04.2025;8,65;43,13;14;168;182;09.04.2019;1000;;09.04.2019;False;1624;;"Публичное акционерное общество ""Северсталь""";3528000597;1;87,89;882,22;829,29;935,15;802,82;961,62;776,35;988,09;6;200000;9;1000000;12;6;6;0
RU000A1008Y3;ПочтаРБ1P7;Почта России (АО) БО-001P-07;Биржевые облигации;RU000A1008Y3;4B02-07-00005-T-001P;3;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;27.03.2029;;;1347;0;0;2;0;0;95,1;22,31;01.04.2025;9,5;47,37;14;168;182;09.04.2019;1000;;09.04.2019;False;1624;;"акционерное общество ""Почта России""";7724490000;1;95,11;954,74;286,42;1623,06;143,21;1766,27;0;1909,48;70;60000;85;300000;100;10;10;0
RU000A1009A1;Мегафон2P2;МегаФон ПАО БО-002P-02;Биржевые облигации;RU000A1009A1;4B02-02-00822-J-002P;2;1000;RUB;10000000;0;0;TQCB;Т+: Облигации - безадрес.;06.04.2026;;;;0;0;2;0;0;;;07.04.2025;8,9;44,38;8;174;182;15.04.2019;1000;;15.04.2019;False;538;;"Публичное акционерное общество ""МегаФон""";7812014560;1;85,67;858,65;747,03;970,27;626,81;1090,49;515,19;1202,11;13;200000;27;1000000;40;13;13;0
RU000A1009L8;РЖД 1Р-15R;РЖД ОАО БО 001Р-15R;Биржевые облигации;RU000A1009L8;4B02-15-65045-D-001P;2;1000;RUB;15000000;1;0;TQCB;Т+: Облигации - безадрес.;07.04.2027;;;812;0;0;4;0;0;85,08;17,25;08.01.2025;8,8;21,94;6;85;91;17.04.2019;1000;;17.04.2019;False;904;;"открытое акционерное общество ""Российские железные дороги""";7708503727;1;81,803743;819,49;721,15;917,83;696,57;942,41;671,98;967;12;300000;15;1500000;18;10;10;0
RU000A1009Z8;О'КЕЙ Б1Р2;"""О'КЕЙ"" ООО БО 001Р-02";Биржевые облигации;RU000A1009Z8;4B02-02-36415-R-001P;3;1000;RUB;5000000;0;0;TQCB;Т+: Облигации - безадрес.;06.04.2029;;;179;0;0;4;0;0;94,79;23,21;10.01.2025;9,9;24,68;4;87;91;19.04.2019;1000;;19.04.2019;False;1634;16.04.2025;"Общество с ограниченной ответственностью ""О'КЕЙ""";7826087713;1;94,35;944,58;0;1889,16;0;1889,16;0;1889,16;100;;;;;10;10;0
RU000A100AN7;МОЭК БО1P2;МОЭК ПАО БО 001Р-02;Биржевые облигации;RU000A100AN7;4B02-02-55039-E-001P;2;1000;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;16.04.2025;;;182;0;0;2;0;0;96,07;18,75;16.10.2024;9,4;46,87;181;1;182;24.04.2019;1000;;24.04.2019;False;183;;"Публичное акционерное общество ""Московская объединенная энергетическая компания""";7720518494;1;94,7;993,61;933,99;1053,23;904,19;1083,03;874,38;1112,84;6;100000;9;500000;12;6;6;0
RU000A100B73;МЕТАЛИНБ09;МЕТАЛЛОИНВЕСТ БО-09;Биржевые облигации;RU000A100B73;4B02-09-25642-H;2;1000;RUB;5000000;1;0;TQCB;Т+: Облигации - безадрес.;16.04.2029;;;;0;0;2;0;0;;;21.10.2024;8,85;44,13;176;6;182;29.04.2019;1000;;29.04.2019;False;1644;23.04.2026;"Акционерное общество ""Холдинговая компания ""МЕТАЛЛОИНВЕСТ""";7705392230;1;84,33;885,97;779,65;992,29;753,07;1018,87;726,5;1045,44;12;100000;15;500000;18;12;12;0
RU000A100CN3;Якут-12 об;Республика Саха (Якутия) об.12;Региональные облигации;RU000A100CN3;RU35012RSY0;1;500;RUB;7000000;0;0;TQCB;Т+: Облигации - безадрес.;13.05.2026;;;342;0;0;4;0;0;;;13.11.2024;8,59;10,71;62;29;91;22.05.2019;1000;;22.05.2019;False;575;;Министерство финансов Республики Саха (Якутия);1435027673;1;92,65;470,55;423,5;517,61;409,38;531,72;395,26;545,84;10;140000;13;700000;16;10;10;0
